Prod. year,Cylinders,Airbags,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Gear box type,Drive wheels,Doors,Wheel,Color
2012,4.0,0,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,174106 km,Automatic,Front,04-May,Left wheel,White
2010,4.0,5,-,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,101405 km,Tiptronic,Front,04-May,Left wheel,Grey
2018,6.0,8,1327,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,6800 km,Automatic,Front,04-May,Left wheel,Black
2008,4.0,8,742,HONDA,Civic,Sedan,No,Hybrid,1.3,195200 km,Automatic,Front,04-May,Left wheel,Silver
2011,4.0,4,769,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,189000 km,Automatic,Front,04-May,Left wheel,Black
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,295970 km,Automatic,Front,04-May,Left wheel,Silver
2005,4.0,2,-,TOYOTA,VOXY,Minivan,No,Petrol,2,18500 km,Variator,4x4,04-May,Right-hand drive,Black
2012,4.0,6,475,FIAT,500,Hatchback,No,Petrol,1.4,127520 km,Manual,Front,02-Mar,Left wheel,Green
2004,4.0,2,-,RENAULT,Kangoo,Goods wagon,No,Petrol,1.2,234758 km,Manual,Front,04-May,Left wheel,Blue
2007,4.0,6,-,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,248000 km,Automatic,Front,04-May,Left wheel,Red
2010,4.0,8,1024,TOYOTA,Camry,Sedan,No,Petrol,2.5,152000 km,Manual,Front,04-May,Left wheel,Black
2016,8.0,12,1935,MERCEDES-BENZ,S 550,Sedan,Yes,Petrol,4.6,67882 km,Automatic,Rear,04-May,Left wheel,Grey
2013,4.0,12,585,TOYOTA,Prius plagin,Hatchback,No,Petrol,1.8 Turbo,152000 km,Automatic,Front,04-May,Left wheel,Silver
2011,4.0,0,-,CHEVROLET,Volt,Hatchback,Yes,Plug-in Hybrid,1.4,248000 km,Automatic,Front,04-May,Left wheel,Grey
2009,4.0,2,878,FORD,Transit Connect,Goods wagon,No,Diesel,1.8 Turbo,170000 km,Manual,Front,>5,Left wheel,White
2011,4.0,10,-,TOYOTA,Prius,Sedan,No,Petrol,1.8,121000 km,Variator,Front,04-May,Left wheel,Silver
1996,4.0,0,-,FORD,Transit პერეგაროტკა,Microbus,Yes,Diesel,2.5,200000 km,Manual,Rear,>5,Left wheel,White
2013,8.0,0,1360,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,243467 km,Automatic,4x4,04-May,Left wheel,White
2008,6.0,12,1850,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,494317 km,Automatic,4x4,04-May,Left wheel,Black
2007,4.0,8,-,HONDA,Cr-v,Jeep,No,Petrol,2.4,88000 km,Automatic,4x4,04-May,Left wheel,Silver
2002,4.0,6,-,TOYOTA,RAV 4 L,Jeep,No,Petrol,2,120000 km,Automatic,4x4,04-May,Left wheel,Grey
1995,6.0,2,-,TOYOTA,Hilux Surf,Jeep,No,Petrol,3,170000 km,Automatic,4x4,04-May,Right-hand drive,Red
2007,4.0,4,-,NISSAN,Tiida,Hatchback,Yes,Petrol,1.5,105000 km,Variator,Front,04-May,Right-hand drive,Silver
2015,4.0,4,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,94090 km,Automatic,Front,04-May,Left wheel,Silver
2014,6.0,0,915,BMW,X5,Jeep,Yes,Diesel,3.0 Turbo,93000 km,Tiptronic,4x4,04-May,Left wheel,White
2015,4.0,4,765,CHEVROLET,Orlando,Jeep,Yes,LPG,2,31880 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,6,562,FIAT,500 Sport,Hatchback,Yes,Petrol,1.4,59763 km,Manual,Front,02-Mar,Left wheel,Blue
2010,8.0,0,1811,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,155821 km,Automatic,4x4,04-May,Left wheel,Black
2012,4.0,4,503,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,69900 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,12,308,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,263392 km,Automatic,Front,04-May,Left wheel,Red
1998,4.0,0,-,HONDA,Cr-v,Jeep,No,Petrol,2,282099 km,Automatic,Front,04-May,Left wheel,Black
2002,6.0,2,-,FORD,Escape,Jeep,No,CNG,3,262000 km,Automatic,4x4,04-May,Left wheel,Blue
2019,6.0,12,1869,DODGE,Ramcharger,Sedan,Yes,Petrol,3.6,22293 km,Automatic,Rear,04-May,Left wheel,Grey
2012,4.0,0,586,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,197619 km,Automatic,Front,04-May,Left wheel,Grey
2013,6.0,12,917,BMW,X5,Jeep,Yes,Petrol,3.0 Turbo,119000 km,Tiptronic,4x4,04-May,Left wheel,Silver
2014,4.0,4,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,60781 km,Automatic,Front,04-May,Left wheel,White
2012,4.0,0,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,192683 km,Automatic,Front,04-May,Left wheel,White
2002,6.0,4,-,MERCEDES-BENZ,E 270,Sedan,Yes,Diesel,2.7 Turbo,5000 km,Automatic,Rear,04-May,Left wheel,White
2003,6.0,8,-,MERCEDES-BENZ,ML 350,Jeep,Yes,CNG,3.5,178000 km,Automatic,4x4,04-May,Left wheel,Blue
2012,4.0,12,475,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4 Turbo,104000 km,Tiptronic,Front,04-May,Left wheel,Silver
2009,4.0,8,-,TOYOTA,Camry,Sedan,No,Hybrid,2.4,140000 km,Automatic,Front,04-May,Left wheel,Green
2005,4.0,4,-,SUBARU,Legacy,Universal,No,Petrol,2.0 Turbo,234082 km,Tiptronic,4x4,04-May,Right-hand drive,White
2004,4.0,4,-,HONDA,Civic,Hatchback,No,LPG,1.7,150000 km,Variator,Front,04-May,Right-hand drive,Golden
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,115312 km,Automatic,Front,04-May,Left wheel,Grey
2011,4.0,12,645,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,0 km,Tiptronic,Front,04-May,Left wheel,Grey
2003,4.0,4,-,MERCEDES-BENZ,Sprinter 308 CDI,Microbus,No,Diesel,2.2,0 km,Manual,Rear,04-May,Left wheel,White
2013,4.0,0,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6,108222 km,Automatic,4x4,04-May,Left wheel,Black
2014,4.0,12,777,FORD,Fusion,Sedan,No,Petrol,2.5,134000 km,Automatic,Front,04-May,Left wheel,White
1999,6.0,10,-,MERCEDES-BENZ,S 500 67,Sedan,Yes,CNG,3.2,6789 km,Tiptronic,Rear,04-May,Left wheel,Blue
2010,4.0,4,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,107374 km,Automatic,Front,04-May,Left wheel,Grey
2013,4.0,4,640,HYUNDAI,Sonata,Sedan,Yes,Petrol,2,194210 km,Automatic,Front,04-May,Left wheel,Black
2010,4.0,6,1024,SUBARU,Forester,Jeep,No,Petrol,2.5,106000 km,Tiptronic,4x4,04-May,Left wheel,Black
2006,4.0,8,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.4,173000 km,Variator,Front,04-May,Left wheel,Grey
2005,4.0,6,-,MERCEDES-BENZ,A 170,Hatchback,No,Petrol,1.7,180600 km,Tiptronic,Front,04-May,Left wheel,Golden
2012,4.0,0,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,259934 km,Automatic,Front,04-May,Left wheel,Red
2014,4.0,6,777,NISSAN,Rogue,Jeep,Yes,Petrol,2.5,68200 km,Variator,4x4,04-May,Left wheel,White
2006,6.0,8,-,HONDA,Odyssey,Minivan,Yes,CNG,3.5,220000 km,Automatic,Front,04-May,Left wheel,White
2011,6.0,0,1018,BMW,X5,Jeep,Yes,Diesel,3,207694 km,Automatic,4x4,04-May,Left wheel,Black
2009,4.0,10,-,FORD,Fusion,Sedan,Yes,Hybrid,2.5,245000 km,Automatic,Front,04-May,Left wheel,Silver
2016,4.0,4,891,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,176927 km,Automatic,Front,04-May,Left wheel,Black
2001,4.0,4,-,MERCEDES-BENZ,A 190,Hatchback,Yes,LPG,1.9,200000 km,Tiptronic,Front,04-May,Left wheel,Black
2008,6.0,4,1091,CHEVROLET,Cruze,Sedan,Yes,Petrol,2,62823 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,8,530,HYUNDAI,Veloster,Sedan,Yes,Petrol,1.6 Turbo,114000 km,Tiptronic,Front,02-Mar,Left wheel,Black
2013,4.0,4,640,HYUNDAI,Sonata,Sedan,Yes,LPG,2,82314 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,0,642,SUZUKI,SX4,Sedan,Yes,Petrol,2,267184 km,Automatic,4x4,04-May,Left wheel,Black
2015,4.0,12,765,FORD,Focus SE,Hatchback,No,Petrol,2,85985 km,Tiptronic,Front,04-May,Left wheel,Silver
2013,8.0,10,1055,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,121600 km,Automatic,Rear,04-May,Left wheel,Grey
2012,4.0,8,-,HONDA,FIT,Hatchback,No,Hybrid,1.3,81000 km,Automatic,Front,04-May,Right-hand drive,Silver
2014,4.0,4,528,CHEVROLET,Orlando,Jeep,Yes,Diesel,1.6,161296 km,Automatic,Front,04-May,Left wheel,White
2016,4.0,4,730,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,28332 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,12,382,KIA,Optima,Sedan,Yes,Hybrid,2.4,141410 km,Automatic,Front,04-May,Left wheel,Silver
1998,4.0,4,-,MERCEDES-BENZ,E 200,Sedan,Yes,Petrol,2,0 km,Automatic,Rear,04-May,Left wheel,Silver
2005,8.0,8,-,BMW,X5,Jeep,Yes,LPG,4.4,10000 km,Tiptronic,4x4,04-May,Left wheel,Silver
2012,6.0,12,1058,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,285186 km,Automatic,Front,04-May,Left wheel,Grey
2018,4.0,4,1079,HYUNDAI,Sonata,Sedan,Yes,Petrol,2,77130 km,Automatic,Front,04-May,Left wheel,Blue
2006,4.0,2,-,SKODA,Octavia,Sedan,No,Petrol,2,462673 km,Manual,Front,04-May,Left wheel,White
2015,4.0,12,765,FORD,Focus,Sedan,No,Petrol,2,119000 km,Manual,Front,04-May,Left wheel,Silver
2008,4.0,12,994,HONDA,Civic,Sedan,Yes,Petrol,1.8,233728 km,Automatic,Front,04-May,Left wheel,Silver
2006,4.0,2,-,MERCEDES-BENZ,Sprinter,Microbus,Yes,Diesel,2.2 Turbo,300000 km,Manual,Rear,>5,Left wheel,White
2004,6.0,10,-,MERCEDES-BENZ,ML 350,Jeep,Yes,LPG,3.5,170333 km,Tiptronic,4x4,04-May,Left wheel,Silver
2014,4.0,4,446,HONDA,FIT,Hatchback,Yes,Petrol,1.3,117811 km,Automatic,Front,04-May,Left wheel,Blue
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,219432 km,Automatic,Front,04-May,Left wheel,Silver
2011,6.0,0,1018,BMW,535,Sedan,Yes,Petrol,3,128086 km,Automatic,Rear,04-May,Left wheel,Silver
2015,4.0,12,900,DODGE,Avenger,Sedan,Yes,Petrol,2.4,101362 km,Automatic,Front,04-May,Left wheel,Black
2016,4.0,4,730,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,51787 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,4,640,CHEVROLET,Cruze,Sedan,Yes,Diesel,2,46721 km,Automatic,Front,04-May,Left wheel,White
2012,6.0,9,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,124000 km,Automatic,Front,04-May,Left wheel,White
2010,6.0,12,-,PORSCHE,Panamera,Sedan,Yes,Petrol,3.6,192000 km,Tiptronic,Rear,04-May,Left wheel,Black
2012,8.0,6,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,104000 km,Tiptronic,Front,04-May,Left wheel,White
2011,4.0,4,707,HYUNDAI,Genesis,Coupe,Yes,Petrol,2,168315 km,Automatic,Front,04-May,Left wheel,Black
2015,8.0,12,-,MERCEDES-BENZ,GL 550,Jeep,Yes,Petrol,4.7,174400 km,Tiptronic,4x4,04-May,Left wheel,White
2002,4.0,2,-,MITSUBISHI,Colt,Hatchback,No,Petrol,1.5,187000 km,Variator,Front,04-May,Right-hand drive,Black
2010,6.0,8,1399,MERCEDES-BENZ,E 350 AMG,Sedan,Yes,Petrol,3.5,76000 km,Tiptronic,Rear,04-May,Left wheel,White
2011,4.0,0,831,HYUNDAI,Sonata,Jeep,Yes,Hybrid,2.4,278989 km,Automatic,Front,04-May,Left wheel,Blue
2015,4.0,6,934,MAZDA,CX-5,Jeep,No,Petrol,2.5,140000 km,Tiptronic,4x4,04-May,Left wheel,Grey
2017,6.0,0,1714,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,39814 km,Automatic,Rear,04-May,Left wheel,Black
2006,6.0,6,-,TOYOTA,Hilux,Jeep,No,LPG,4,220000 km,Automatic,4x4,04-May,Left wheel,White
2014,4.0,4,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,45300 km,Automatic,Front,04-May,Left wheel,Blue
2014,4.0,4,528,KIA,RIO lX,Sedan,No,Petrol,1.6,76800 km,Automatic,Front,04-May,Left wheel,Black
2013,4.0,12,585,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,114526 km,Automatic,Front,04-May,Left wheel,White
1998,6.0,10,-,MERCEDES-BENZ,E 320,Sedan,Yes,CNG,3.2 Turbo,290000 km,Tiptronic,Rear,04-May,Left wheel,Black
2003,6.0,10,-,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,3.2,153000 km,Automatic,Rear,04-May,Right-hand drive,Silver
2014,6.0,12,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,146395 km,Automatic,Rear,04-May,Left wheel,Grey
2013,4.0,4,-,TOYOTA,Prius,Hatchback,No,LPG,1.8,176000 km,Variator,Front,04-May,Left wheel,White
2011,6.0,12,1172,LEXUS,IS 350,Sedan,Yes,Petrol,3.5,259066 km,Automatic,4x4,04-May,Left wheel,Silver
2016,6.0,12,690,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,59858 km,Automatic,Front,04-May,Left wheel,Silver
2004,6.0,10,-,MERCEDES-BENZ,CLK 320 AMG,Coupe,Yes,Petrol,3.2,226000 km,Tiptronic,Rear,02-Mar,Left wheel,Black
2008,4.0,4,1090,CHEVROLET,Captiva,Jeep,Yes,Diesel,2,62558 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,6,-,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,120000 km,Automatic,Front,04-May,Left wheel,Grey
2004,6.0,8,-,BMW,X5,Jeep,Yes,Diesel,3.0 Turbo,300000 km,Tiptronic,4x4,04-May,Left wheel,Black
2011,4.0,12,645,CHEVROLET,Corvette,Sedan,Yes,Petrol,1.8,117000 km,Tiptronic,Front,04-May,Left wheel,White
2000,8.0,12,-,MERCEDES-BENZ,S 500,Sedan,Yes,LPG,5,190000 km,Tiptronic,Rear,04-May,Left wheel,Silver
2018,4.0,4,831,HONDA,Civic,Coupe,Yes,Petrol,1.5,8520 km,Automatic,Front,04-May,Left wheel,Red
2013,4.0,6,-,TOYOTA,Prius,Sedan,No,Hybrid,1.8,150400 km,Automatic,Front,04-May,Left wheel,Silver
2011,4.0,2,-,HONDA,FIT HYBRYD,Hatchback,No,Hybrid,1.3,150000 km,Automatic,Front,04-May,Right-hand drive,White
1997,6.0,2,-,AUDI,A6,Sedan,No,Petrol,2.6,111111 km,Automatic,4x4,04-May,Left wheel,Red
2001,4.0,4,-,MITSUBISHI,Airtrek,Jeep,Yes,CNG,2,190000 km,Tiptronic,Front,04-May,Left wheel,Grey
2007,4.0,10,988,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,170000 km,Variator,Front,04-May,Left wheel,Red
2003,4.0,4,-,MITSUBISHI,Airtrek,Jeep,No,Petrol,2,18000 km,Automatic,4x4,04-May,Right-hand drive,White
2019,4.0,12,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2,19968 km,Automatic,Front,04-May,Left wheel,White
2004,4.0,0,-,TOYOTA,Hilux,Pickup,No,Diesel,2.5 Turbo,0 km,Manual,4x4,04-May,Left wheel,White
2017,4.0,4,1714,FORD,Explorer,Jeep,Yes,Petrol,3.5,52029 km,Automatic,Front,04-May,Left wheel,White
2018,4.0,4,880,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,47181 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,8,-,TOYOTA,Aqua,Sedan,No,Hybrid,1.5,64000 km,Automatic,Front,04-May,Left wheel,Orange
2003,4.0,0,-,HONDA,FIT,Hatchback,No,Petrol,1.3,120000 km,Variator,Front,04-May,Right-hand drive,Beige
2009,6.0,0,1405,BMW,X5,Jeep,Yes,Diesel,3,229854 km,Automatic,4x4,04-May,Left wheel,Green
2007,4.0,2,-,HYUNDAI,H1,Minivan,Yes,Diesel,2.5 Turbo,68000 km,Automatic,Rear,04-May,Left wheel,Yellow
2003,6.0,10,-,MERCEDES-BENZ,320,Sedan,Yes,LPG,3.2,340000 km,Automatic,Rear,04-May,Left wheel,Black
2010,6.0,12,1399,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,382746 km,Automatic,4x4,04-May,Left wheel,Silver
1996,4.0,2,-,BMW,316 i,Sedan,No,Petrol,1.6,300000 km,Manual,Rear,04-May,Left wheel,Red
2010,4.0,12,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,162000 km,Variator,Front,04-May,Left wheel,Black
2014,6.0,12,777,TOYOTA,Camry,Sedan,No,Petrol,2.5,48000 km,Tiptronic,Front,04-May,Left wheel,Black
2018,4.0,4,1327,HYUNDAI,H1,Universal,Yes,LPG,2.5,20930 km,Automatic,Front,04-May,Left wheel,Yellow
2011,4.0,12,831,KIA,Optima,Sedan,Yes,Hybrid,2.4,0 km,Automatic,Front,04-May,Left wheel,Black
2008,4.0,0,-,TOYOTA,Prius,Sedan,No,Hybrid,1.8,200000 km,Automatic,Front,04-May,Left wheel,Grey
2012,4.0,0,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,174106 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,4,502,HONDA,FIT,Hatchback,Yes,Petrol,1.5,34682 km,Automatic,Front,04-May,Left wheel,Grey
2008,4.0,0,-,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,0 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,4,915,HYUNDAI,Grandeur,Sedan,Yes,Petrol,3,253966 km,Automatic,Front,04-May,Left wheel,White
2017,4.0,12,1017,HYUNDAI,Elantra,Sedan,Yes,Petrol,2,82114 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,2,-,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,185000 km,Variator,Front,04-May,Right-hand drive,White
2012,8.0,0,1363,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,255406 km,Automatic,4x4,04-May,Left wheel,Black
2013,4.0,4,502,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,94500 km,Automatic,Front,04-May,Left wheel,Red
2007,4.0,8,-,OPEL,Astra H,Goods wagon,No,Diesel,1.7 Turbo,260000 km,Manual,Front,04-May,Left wheel,Silver
2013,4.0,8,-,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8 Turbo,57956 km,Tiptronic,Rear,04-May,Left wheel,Grey
2013,4.0,4,640,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,52303 km,Automatic,Front,04-May,Left wheel,Silver
2015,4.0,4,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,63323 km,Automatic,Front,04-May,Left wheel,Black
1996,4.0,2,-,OPEL,Vectra,Sedan,No,Petrol,1.6,25000 km,Manual,Front,04-May,Left wheel,Blue
2004,4.0,2,-,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2 Turbo,210000 km,Manual,Rear,02-Mar,Left wheel,White
2014,4.0,8,382,HYUNDAI,Sonata Limited,Sedan,Yes,Hybrid,2.4,73825 km,Automatic,Front,04-May,Left wheel,Black
2013,4.0,8,-,TOYOTA,Prius C,Sedan,No,Hybrid,1.5,65000 km,Automatic,Front,04-May,Left wheel,Red
2002,4.0,12,-,MERCEDES-BENZ,C 200,Goods wagon,No,Petrol,2,22500 km,Manual,Rear,04-May,Left wheel,Silver
2008,4.0,12,843,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,246000 km,Variator,Front,04-May,Left wheel,Silver
2011,4.0,12,-,HYUNDAI,IX35,Jeep,No,Petrol,2,118023 km,Tiptronic,4x4,04-May,Left wheel,Silver
2010,8.0,12,-,MERCEDES-BENZ,S 55 5.5,Sedan,Yes,Petrol,5.5,15000 km,Tiptronic,4x4,04-May,Left wheel,Black
2008,6.0,12,1850,LEXUS,RX 400,Jeep,Yes,Hybrid,3.5,364523 km,Automatic,4x4,04-May,Left wheel,Black
2015,4.0,4,765,CHEVROLET,Malibu,Sedan,Yes,Diesel,2,87074 km,Automatic,Front,04-May,Left wheel,Black
2009,4.0,2,-,HONDA,Insight,Hatchback,No,Hybrid,1.3,200000 km,Automatic,Front,04-May,Right-hand drive,Silver
1996,4.0,4,-,OPEL,Vectra,Sedan,No,Petrol,1.8,442000 km,Manual,Front,04-May,Left wheel,Blue
2012,6.0,12,1058,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,128202 km,Automatic,Rear,04-May,Left wheel,Black
2011,4.0,4,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,124892 km,Automatic,Front,04-May,Left wheel,White
2017,6.0,12,1760,CHRYSLER,Pacifica,Sedan,Yes,Petrol,3.6,31090 km,Automatic,Front,04-May,Left wheel,Grey
2010,4.0,4,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,73401 km,Automatic,Front,04-May,Left wheel,Silver
1992,4.0,0,-,NISSAN,Micra,Coupe,No,Petrol,1,262000 km,Manual,Front,02-Mar,Left wheel,Black
2014,4.0,0,259,CHEVROLET,Volt,Jeep,Yes,Hybrid,1.4,133195 km,Automatic,Front,04-May,Left wheel,Black
2013,4.0,4,640,CHEVROLET,Malibu,Sedan,Yes,Petrol,2,106048 km,Automatic,Front,04-May,Left wheel,Black
2011,4.0,4,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,173678 km,Automatic,Front,04-May,Left wheel,White
2002,4.0,2,-,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2 Turbo,0 km,Manual,Rear,>5,Left wheel,White
2003,4.0,8,-,VOLKSWAGEN,Jetta,Sedan,No,Petrol,2,179000 km,Manual,Front,04-May,Left wheel,Silver
2003,6.0,10,-,MERCEDES-BENZ,E 320,Sedan,Yes,CNG,3.2,136000 km,Tiptronic,Rear,04-May,Left wheel,Silver
2017,4.0,8,1017,HYUNDAI,Elantra,Sedan,No,Petrol,2,23000 km,Tiptronic,Rear,04-May,Left wheel,Grey
2010,4.0,12,-,AUDI,A4 premium,Sedan,Yes,Petrol,2,168000 km,Automatic,4x4,04-May,Left wheel,Silver
1995,4.0,4,1529,OPEL,Vectra,Sedan,No,CNG,1.8,999999999 km,Manual,Front,04-May,Left wheel,Green
2002,6.0,12,-,MERCEDES-BENZ,C 240,Sedan,Yes,Petrol,2.4,2000 km,Tiptronic,Rear,04-May,Left wheel,Black
2006,6.0,6,1968,CHRYSLER,300,Sedan,No,Petrol,2.7,110456 km,Tiptronic,Rear,04-May,Left wheel,White
2010,4.0,12,836,DODGE,Caliber,Jeep,No,Petrol,2,90000 km,Automatic,Front,04-May,Left wheel,Yellow
2012,4.0,10,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,75000 km,Tiptronic,Front,04-May,Left wheel,Black
2000,4.0,6,-,AUDI,TT,Coupe,Yes,Petrol,1.8 Turbo,175650 km,Manual,4x4,02-Mar,Left wheel,Silver
2008,6.0,12,1750,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,269162 km,Automatic,4x4,04-May,Left wheel,Silver
2010,4.0,4,1099,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,145221 km,Automatic,Front,04-May,Left wheel,Black
2012,4.0,6,1268,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,47000 km,Automatic,Front,04-May,Right-hand drive,Sky blue
2008,4.0,3,-,OPEL,Corsa,Hatchback,No,Petrol,1.2,135000 km,Manual,Front,04-May,Left wheel,Brown
2018,4.0,12,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,127515 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,12,934,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,173101 km,Automatic,Front,04-May,Left wheel,Silver
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,26802 km,Automatic,Rear,04-May,Left wheel,Black
2014,4.0,10,-,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,266000 km,Automatic,Front,04-May,Left wheel,Black
1999,4.0,4,2082,SUBARU,Forester,Jeep,No,Petrol,2.5,26000 km,Automatic,4x4,04-May,Left wheel,Grey
2014,4.0,12,308,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,146019 km,Automatic,Front,04-May,Left wheel,White
2020,4.0,12,1076,LEXUS,NX 300,Jeep,Yes,Petrol,2,1792 km,Automatic,Front,04-May,Left wheel,White
2010,4.0,4,761,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,52584 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,12,900,HONDA,Cr-v,Jeep,Yes,Petrol,2.4,50800 km,Automatic,4x4,04-May,Left wheel,Grey
2012,4.0,4,-,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,83500 km,Automatic,4x4,04-May,Left wheel,Carnelian red
2000,6.0,6,-,AUDI,A6 evropuli,Sedan,Yes,Petrol,2.4,11111 km,Tiptronic,Front,04-May,Left wheel,Black
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,259733 km,Automatic,Front,04-May,Left wheel,Silver
1999,6.0,6,-,BMW,525,Sedan,No,Petrol,2.5,146000 km,Tiptronic,Rear,04-May,Left wheel,Silver
2011,6.0,12,1203,DODGE,Ramcharger,Sedan,Yes,Petrol,3.6,252253 km,Automatic,Rear,04-May,Left wheel,Black
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,0 km,Automatic,Front,04-May,Left wheel,Black
2000,4.0,2,-,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2,97000 km,Automatic,4x4,04-May,Left wheel,Silver
2015,4.0,4,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2,546691 km,Automatic,Front,04-May,Left wheel,Orange
2009,6.0,6,-,BMW,325,Sedan,No,Petrol,3,180000 km,Tiptronic,Rear,04-May,Left wheel,Blue
2013,4.0,10,530,HYUNDAI,Accent,Sedan,No,Petrol,1.6,90000 km,Automatic,Front,04-May,Left wheel,Silver
2010,4.0,12,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,258909 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,4,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,150000 km,Automatic,Front,04-May,Left wheel,Blue
